Experiment No.,Time [h],Xv [10ˆ6 Cells/mL],GLC [mM],GLN[mM],NH4 [mM],LAC [mM],Titer [mg/L],pH,T [º C],Feed - GLC [mM],Feed - GLN [mM]
90,144,4.264363589,61.32621598,11.98391367,6.551072133,50.92392565,267.0709919,7,35,30,6
90,168,4.441517798,90.86426009,16.59860344,9.92693003,53.09313707,370.039842,7,35,30,6
90,192,3.355711817,100.182457,14.49365064,10.98566795,74.76551268,326.8408821,7,35,0,0
90,216,3.144923749,111.399104,13.46649961,16.46771909,86.89933885,639.1228009,7,35,0,0
90,240,2.700008541,113.1428411,11.57813631,14.94239248,65.87476438,628.0388218,7,35,0,0
90,264,2.562842213,97.97708192,5.427698672,16.86473718,83.07277434,938.5189163,7,35,0,0
90,288,2.640867646,98.03147637,7.620698359,17.74314715,103.3981986,909.5068635,7,35,0,0
90,312,2.498656134,77.24264239,5.819438737,17.92218952,102.1765045,1003.359331,7,35,0,0
90,336,1.875219322,82.51360032,4.360083757,19.38291369,107.0014048,934.5655228,7,35,0,0
91,0,0.2,60,8,0.1,0.1,0,7.1,36,0,0
91,24,0.423186032,48.2629411,6.125537785,2.037563392,2.607773531,0,7.1,36,0,0
91,48,0.776259499,38.32501185,5.165377153,1.93276519,5.259953832,7.445985324,7.1,36,0,0
91,72,0.843199982,38.15871046,3.168092194,3.474152199,10.09826862,43.67506173,7.1,36,5,1
91,96,1.477195514,25.79742358,2.913674767,5.352952788,22.82488719,54.69410694,7.1,36,5,1
91,120,2.481298158,32.45389489,3.616843235,7.990571291,25.76960225,90.69374706,7.1,36,5,1
91,144,2.026525346,37.45899908,2.607138616,5.543880395,41.39420218,164.1542046,6.7,36,5,1
91,168,3.056002942,38.96502481,2.33865242,8.15986808,25.3283414,266.3386248,6.7,36,5,1
91,192,2.467507931,36.26050149,2.708271729,7.096202356,37.54054712,319.9230869,6.7,36,0,0
91,216,2.216350085,30.16383281,2.283832315,7.705630677,52.16966407,450.5282903,6.7,36,0,0
91,240,2.30221067,24.50479955,2.191874206,6.095666272,66.90948414,480.1609034,6.7,36,0,0
91,264,2.220481834,26.73733187,1.535051807,8.583729706,73.02765287,551.0496459,6.7,36,0,0
91,288,2.670388638,19.52080722,1.238335854,7.134508935,72.75990408,576.2880628,6.7,36,0,0
91,312,1.45525158,18.96553555,0.892471222,8.772600583,57.71014516,585.2818312,6.7,36,0,0
91,336,2.062129809,14.05292403,0.498352495,6.66562606,84.08515175,671.0508408,6.7,35,0,0
93,0,0.4,60,8,0.1,0.1,0,6.9,37.5,0,0
93,24,1.000131051,56.35824966,6.638100433,2.163427088,5.635070453,2.507129992,6.9,37.5,30,1
93,48,2.205473311,73.238244,4.967995068,4.172340507,19.50061681,37.24849149,6.9,37.5,30,1
93,72,3.150709502,89.60087572,4.672127109,5.314459682,42.33130021,80.56035945,6.9,37.5,30,1
93,96,2.726581708,100.9142142,2.832646741,7.12798153,47.45849999,169.7388789,6.9,37.5,30,1
93,120,3.660752813,118.5035199,2.249231552,8.657645197,72.182387,249.5408735,6.9,37.5,30,1
93,144,5.626723683,125.8144599,1.524295829,10.04743719,76.57832414,457.776576,6.7,35,30,1
93,168,3.684986224,164.555813,2.235386971,8.502518442,95.33895013,537.1871735,6.7,35,30,1
93,192,4.767259922,182.563649,2.467908894,6.915202485,95.96834698,448.9812812,6.7,35,0,0
93,216,3.805727983,157.7294359,1.944941403,11.84975555,91.74062904,759.2000611,6.7,35,0,0
93,240,2.713291524,172.1514134,1.459401369,6.400396491,120.5075307,832.4043153,6.7,35,0,0
93,264,3.624158751,150.2179589,0.984365535,10.52554998,108.1414929,1195.074089,6.7,35,0,0
93,288,3.36265458,151.2700694,0.830181067,9.91230487,116.4380735,955.767569,6.7,35,0,0
93,312,2.810470878,161.1041327,0.780033552,10.35025114,118.2544088,1142.368123,6.7,35,0,0
93,336,2.977945384,139.6674425,0.395531403,9.405809438,153.2625964,1014.46498,6.7,35,0,0
94,0,0.4,60,8,0.1,0.1,0,7.1,37.5,0,0
94,24,1.40045054,40.06838372,6.754302305,1.747048642,12.27488542,0,7.1,37.5,5,6
94,48,3.038434022,42.72561772,6.885801101,3.57919706,23.24502374,34.10698244,7.1,37.5,5,6
94,72,4.220450655,31.76493984,8.554834545,6.838613678,43.98308948,115.5547402,7.1,37.5,5,6
94,96,4.420999903,18.47478273,13.24450551,11.45062835,64.63281433,234.3481106,7.1,37.5,5,6
94,120,4.766010233,15.51242484,12.35962521,15.45435138,86.38778953,366.993884,7.1,37.5,5,6
94,144,4.569903522,7.514301067,13.70159437,18.7760297,95.30391484,518.7735839,6.7,37.5,5,6
94,168,4.007716857,8.019545967,10.89007876,26.07844778,113.6059782,506.4975263,6.7,37.5,5,6
94,192,3.540023765,6.413004818,19.08245256,27.50786923,114.1794679,719.1988416,6.7,37.5,0,0
94,216,2.407049344,1.498568673,17.4789314,25.88169495,113.4263746,875.2857033,6.7,37.5,0,0
94,240,2.838686446,0.09197828,14.8757564,28.40007783,130.8354857,755.7265046,6.7,37.5,0,0
94,264,2.011972355,0,12.33213012,32.13172092,95.98155805,943.3986354,6.7,37.5,0,0
94,288,1.509706387,0,9.240415468,31.46453524,90.93796531,732.4496062,6.7,37.5,0,0
94,312,1.311567895,0,7.728558319,24.79563172,83.73395388,914.5319164,6.7,37.5,0,0
94,336,1.227552813,0.700855162,6.607654099,47.81393887,95.94646899,823.3939034,6.7,35,0,0
95,0,0.4,60,8,0.1,0.1,0,7.1,36,0,0
95,24,1.002589888,64.39097327,5.060372608,1.291441699,4.521229463,0,7.1,36,0,0
95,48,1.454008738,52.03507524,3.705774868,2.459818512,10.68823523,26.29676551,7.1,36,0,0
95,72,2.744434745,40.25809142,1.564894655,5.451310747,36.86782663,68.90456363,7.1,36,5,6
95,96,4.49371224,31.44530049,4.661315841,5.891469795,48.70126209,170.674934,7.1,36,5,6
95,120,5.068319007,30.2435758,9.052130502,8.186150019,68.25372959,307.1055383,7.1,36,5,6
95,144,5.021538597,14.70653804,10.28115116,9.383820906,85.36188015,267.6463954,6.7,37,5,6
95,168,4.68983193,19.45825291,16.03330286,13.0135554,96.79320518,369.2197503,6.7,37,5,6
95,192,3.634614124,18.21422423,14.92416801,15.71054758,79.44991013,632.3518191,6.7,37,0,0
95,216,2.400048599,14.44655261,13.2467638,19.36972531,62.50244054,657.9559469,6.7,37,0,0
95,240,2.232928719,8.856206805,9.220583407,22.95862676,79.73181286,697.0697759,6.7,37,0,0
95,264,2.364052239,1.917699433,10.70607457,23.04007969,89.6619681,844.7493895,6.7,37,0,0
95,288,2.294950821,0.922173398,7.436034994,21.32176909,73.36523471,787.404224,6.7,37,0,0
95,312,1.694850802,0.044279834,6.045386246,31.15515416,82.06554414,972.4011899,6.7,37,0,0
95,336,1.232116278,0,4.535261494,25.11035425,114.9431151,870.1277401,6.7,37,0,0
96,0,0.2,60,8,0.1,0.1,0,7.1,36,0,0
96,24,0.324910681,57.78478942,8.936395456,2.529743799,2.338595399,15.29247183,7.1,36,30,1
96,48,0.703202718,97.42252561,7.549106896,3.633561347,4.983593056,18.87235333,7.1,36,30,1
96,72,1.44678606,85.51138337,8.873287627,5.522124509,12.81825066,45.67614421,7.1,36,30,1
96,96,1.949236177,178.9026224,8.479271004,7.25076752,22.56488677,49.75956922,7.1,36,30,1
96,120,2.364267132,147.2029018,5.655175887,6.336677795,34.63967878,90.14128492,7.1,36,30,1
96,144,2.868029911,168.826399,4.050934254,9.755609051,43.27005451,181.2648912,7,36,30,1
96,168,3.071293694,190.0478872,3.352109644,9.821452918,46.73744643,184.0305748,7,36,30,1
96,192,3.677679894,178.9415261,2.790086224,8.242101104,59.52034493,279.6669129,7,36,30,1
96,216,2.746183848,212.470797,3.430840824,12.65982115,47.18832356,379.154258,7,36,30,1
96,240,3.458248081,273.1418013,2.893510666,17.31969949,78.0216026,375.070945,7,36,30,1
96,264,3.334443168,272.8334522,2.574171912,11.53473645,92.54980898,544.26815,7,36,30,1
96,288,2.632914813,313.6196232,2.335445314,14.41712954,114.0139184,657.1537495,7,36,30,1
96,312,2.164362742,397.8668919,2.904900294,11.94204017,94.14914566,714.9526655,7,36,0,0
96,336,1.729600469,296.90797,2.303062682,17.07264372,101.644415,817.792412,7,35,0,0
97,0,0.2,20,8,0.1,0.1,0,6.9,36,0,0
97,24,0.239438641,19.39786368,3.529504253,0.810814551,1.435310327,3.046139881,6.9,36,5,1
97,48,0.489605236,20.02658398,6.394825531,2.978754876,2.677328388,11.83772965,6.9,36,5,1
97,72,0.654518999,28.21432702,5.619584022,3.437815211,7.681014611,30.2783557,6.9,36,5,1
97,96,1.303004564,27.86261044,4.121212589,4.58972359,10.27608491,32.98476708,6.9,36,5,1
97,120,1.662526722,29.56299249,2.884324595,6.31442512,14.34401654,58.5633041,6.9,36,5,1
97,144,1.872536597,24.62314673,3.651548722,8.068306243,12.47350211,101.3881642,7,37,5,1
97,168,2.686624862,16.13252306,2.703432681,9.160405203,34.01209836,162.5523048,7,37,5,1
97,192,3.29959442,18.34877599,2.288142967,8.550644938,46.95176685,170.9257165,7,37,5,1
97,216,2.893774853,13.58956795,2.079609181,5.947311327,57.51571067,261.7118062,7,37,5,1
97,240,4.059685008,5.581700907,1.093572209,10.96264318,59.96776237,480.3888673,7,37,5,1
97,264,3.277800256,0.105258327,1.370917875,12.52924199,107.1973016,409.2430616,7,37,5,1
97,288,3.854001843,0,1.706093146,11.35769711,84.7905291,479.1203625,7,37,5,1
97,312,2.969521965,0,1.886834462,12.22263648,90.53762496,639.5279232,7,37,0,0
97,336,3.011112021,0.237239339,1.479250948,9.251333934,81.8549385,626.1729158,7,37,0,0
98,0,0.2,60,8,0.1,0.1,0,7.1,36,0,0
98,24,0.533645658,38.21739182,4.007974192,1.603447932,5.245012587,0,7.1,36,5,6
98,48,1.187276305,52.87218513,9.111998536,2.942830436,9.836131363,10.27100514,7.1,36,5,6
98,72,1.933979809,50.03701132,15.54631401,8.252188165,16.90451217,45.97703073,7.1,36,5,6
98,96,2.238092257,57.69763106,13.5710538,9.751011372,28.34062616,63.04271988,7.1,36,5,6
98,120,2.292502328,44.29640837,11.60545554,10.75347082,33.60669142,162.4192643,7.1,36,5,6
98,144,2.798950915,23.77772736,17.25885474,17.22592808,49.38830924,280.2922055,7.1,36,5,6
98,168,3.300981082,50.83796979,23.33564128,23.92077207,56.23802591,292.7150434,7.1,36,5,6
98,192,2.828262076,35.90277196,20.92494135,28.81321536,58.25822843,438.6876519,7.1,36,0,0
98,216,2.819626071,40.22782443,17.28972237,24.84881542,57.84495336,485.7229006,7.1,36,0,0
98,240,1.62195307,29.94320216,14.67443293,32.38114756,58.76549193,605.3473837,7.1,36,0,0
98,264,1.787081798,29.45551057,14.10939313,32.1429902,64.00198453,385.2659752,7.1,36,0,0
98,288,1.181497151,23.6407966,13.14854023,23.13594546,68.22487695,540.6135442,7.1,36,0,0
98,312,0.711596787,25.53107252,9.050414166,32.96813105,85.34484019,699.723337,7.1,36,0,0
98,336,1.233226212,23.58768377,6.494656639,37.49955989,105.3594608,701.8114016,6.7,37,0,0
99,0,0.3,40,5.5,0.1,0.1,0,7,36.75,0,0
99,24,1.009950568,46.00899133,4.841497407,2.007471271,6.7950896,0,7,36.75,0,0
99,48,2.55074517,43.90773657,2.610808102,1.61569694,13.48955109,4.852307821,7,36.75,17.5,3.5
99,72,3.316546461,40.64685522,3.827238841,3.713485452,38.18134073,90.04070826,7,36.75,17.5,3.5
99,96,3.733693785,50.27708126,5.508357079,5.655905757,55.58163615,224.310852,7,36.75,17.5,3.5
99,120,4.687383195,44.23278949,4.327778041,5.946936442,73.09444035,274.6383549,7,36.75,17.5,3.5
99,144,6.424874435,50.93840748,6.397880745,12.31304211,89.85571858,517.9793556,7,36.75,17.5,3.5
99,168,4.56286139,58.38238071,6.832283713,12.41160584,80.3717849,364.224766,7,36.75,17.5,3.5
99,192,4.601618873,58.09900235,7.754132726,9.981305953,110.4471626,594.9511646,7,36.75,17.5,3.5
99,216,4.104420284,42.15749115,7.020024019,16.18371097,147.4423939,734.744145,7,36.75,17.5,3.5
99,240,3.251982632,88.99908515,10.73454751,23.10131192,157.6775284,837.9684361,6.85,36,17.5,3.5
99,264,2.983857278,88.64403358,12.85982444,13.15872829,110.4478119,814.8121966,6.85,36,0,0
99,288,2.399197564,77.5866883,9.18400545,25.33180967,133.6306802,838.4409862,6.85,36,0,0
99,312,2.667079536,88.96402636,6.3638979,22.02071606,152.8270262,847.7828215,6.85,36,0,0
99,336,2.107632784,56.13131096,8.222684905,26.67219663,187.7864547,1118.683017,6.85,36,0,0
100,0,0.3,40,5.5,0.1,0.1,0,7,36.75,0,0
100,24,1.017049445,38.30956056,4.347489145,1.460438494,7.231869672,0,7,36.75,0,0
100,48,1.971395261,25.76817715,1.610051217,2.898653763,19.9186636,11.86311831,7,36.75,17.5,3.5
100,72,3.944295605,24.97189488,3.938507668,3.18534136,26.61933141,101.2500823,7,36.75,17.5,3.5
100,96,4.367844887,30.69175602,4.113130855,6.613825047,54.42428358,128.2716157,7,36.75,17.5,3.5
100,120,5.016338748,36.28550141,4.930012529,6.523878902,65.83344752,307.5998482,7,36.75,17.5,3.5
100,144,6.386133946,37.75759375,6.745163198,9.372050786,93.0666983,356.2685919,7,36.75,17.5,3.5
100,168,4.551699096,41.35942525,7.405640121,9.985902333,125.5236473,562.9397518,7,36.75,17.5,3.5
100,192,4.528074436,45.28616449,7.872685724,15.45984688,129.3229902,664.4210199,7,36.75,17.5,3.5
100,216,3.23732088,58.17642884,8.399338562,14.53933846,139.3861474,998.8504493,7,36.75,17.5,3.5
100,240,3.128239636,70.26672962,7.412604403,15.3790665,121.9624766,930.694411,6.85,36,17.5,3.5
100,264,2.482590868,83.36243788,10.06153385,19.64455423,153.6984214,982.7990071,6.85,36,0,0
100,288,2.230461525,70.46338118,10.26133039,17.40990979,117.322867,976.9236168,6.85,36,0,0
100,312,2.814835007,67.72952492,7.058222672,25.25889915,161.1391049,1306.483996,6.85,36,0,0
100,336,2.074643255,62.45023653,6.756286182,21.22469023,203.8254506,1111.024944,6.85,36,0,0
